session,run,order,image_path,is_repeat,image_id,repetition_num
1,9,2,/storage/bigdata/NSD_stimulus/train2017/000000137315.jpg,1,194,2
1,9,3,/storage/bigdata/NSD_stimulus/train2017/000000496100.jpg,1,242,2
1,9,4,/storage/bigdata/NSD_stimulus/train2017/000000016076.jpg,1,106,2
1,9,5,/storage/bigdata/NSD_stimulus/train2017/000000229633.jpg,1,115,2
1,9,6,/storage/bigdata/NSD_stimulus/train2017/000000208288.jpg,1,121,2
1,9,7,/storage/bigdata/NSD_stimulus/train2017/000000044831.jpg,1,85,1
1,9,8,/storage/bigdata/NSD_stimulus/train2017/000000384961.jpg,1,104,2
1,9,9,/storage/bigdata/NSD_stimulus/train2017/000000000450.jpg,1,124,1
1,9,10,/storage/bigdata/NSD_stimulus/train2017/000000473575.jpg,1,125,2
1,9,11,/storage/bigdata/NSD_stimulus/train2017/000000044780.jpg,1,116,2
1,9,12,/storage/bigdata/NSD_stimulus/train2017/000000231315.jpg,1,110,1
1,9,13,/storage/bigdata/NSD_stimulus/train2017/000000259346.jpg,1,151,1
1,9,14,/storage/bigdata/NSD_stimulus/train2017/000000020646.jpg,1,171,1
1,9,15,/storage/bigdata/NSD_stimulus/train2017/000000103059.jpg,1,114,2
1,9,16,/storage/bigdata/NSD_stimulus/train2017/000000551246.jpg,1,118,1
1,9,17,/storage/bigdata/NSD_stimulus/train2017/000000321466.jpg,1,131,2
1,9,18,/storage/bigdata/NSD_stimulus/train2017/000000044780.jpg,1,116,1
1,9,19,/storage/bigdata/NSD_stimulus/train2017/000000475883.jpg,1,120,1
1,9,20,/storage/bigdata/NSD_stimulus/train2017/000000384166.jpg,1,129,1
1,9,21,/storage/bigdata/NSD_stimulus/train2017/000000384166.jpg,1,129,2
1,9,22,/storage/bigdata/NSD_stimulus/train2017/000000534459.jpg,1,113,1
1,9,23,/storage/bigdata/NSD_stimulus/train2017/000000473575.jpg,1,125,1
1,9,24,/storage/bigdata/NSD_stimulus/train2017/000000302185.jpg,1,136,2
1,9,25,/storage/bigdata/NSD_stimulus/train2017/000000495790.jpg,1,138,2
1,9,26,/storage/bigdata/NSD_stimulus/val2017/000000396205.jpg,1,87,2
1,9,27,/storage/bigdata/NSD_stimulus/train2017/000000273106.jpg,1,133,2
1,9,28,/storage/bigdata/NSD_stimulus/train2017/000000230038.jpg,1,117,2
1,9,29,/storage/bigdata/NSD_stimulus/train2017/000000310780.jpg,1,137,1
1,9,30,/storage/bigdata/NSD_stimulus/train2017/000000495790.jpg,1,138,1
1,9,31,/storage/bigdata/NSD_stimulus/train2017/000000198251.jpg,1,140,2
1,9,32,/storage/bigdata/NSD_stimulus/val2017/000000286907.jpg,1,128,2
1,9,33,/storage/bigdata/NSD_stimulus/train2017/000000310780.jpg,1,137,2
1,9,34,/storage/bigdata/NSD_stimulus/val2017/000000147415.jpg,1,148,1
1,9,35,/storage/bigdata/NSD_stimulus/train2017/000000454654.jpg,1,134,2
